dataset,image_id,det_score,yaw,pitch,roll,ok,reason
scut,AF1013.jpg,0.8865199089050293,10.540531,-3.7435496,-0.72701854,1,
scut,AM350.jpg,0.3331565260887146,2.9048164,-7.4538245,-1.161163,1,
scut,AM79.jpg,0.3243367075920105,16.033075,-6.738848,0.5177929,1,
scut,AM850.jpg,0.8992581367492676,3.8399813,-2.7336369,-0.6222914,1,
scut,CM676.jpg,0.39821457862854004,-3.9959302,-13.044294,3.1318495,1,
scut,CF113.jpg,0.8843131065368652,-5.637245,-4.2549257,-24.612087,1,
scut,CF446.jpg,0.8199235200881958,5.0889134,-18.511879,-5.766501,1,
scut,CM708.jpg,0.8607419729232788,0.47582802,-24.973932,1.0322737,1,
scut,AM122.jpg,0.35325437784194946,-8.813698,-10.952936,-2.7829719,1,
scut,AF1815.jpg,0.4891773462295532,1.8545173,-14.491299,-2.5372725,1,
scut,CM244.jpg,0.8755755424499512,-0.91575396,-12.119803,1.5011243,1,
scut,AF1163.jpg,0.8967263698577881,1.5248646,-4.7935386,3.8479018,1,
scut,AF472.jpg,0.39434516429901123,1.5638264,-4.996989,-1.3267182,1,
scut,CM185.jpg,0.8455319404602051,5.8324766,-4.3285427,-4.8963156,1,
scut,AM1031.jpg,0.34697413444519043,-2.7125661,-16.893564,-2.0096245,1,
scut,AF1106.jpg,0.865763247013092,-4.3193207,-1.4959838,1.4691087,1,
scut,AM1716.jpg,0.8711092472076416,12.030439,-11.197581,0.85116816,1,
scut,CM566.jpg,0.8311758041381836,-0.48464167,-1.8558488,-5.1926804,1,
scut,AM1284.jpg,0.46630799770355225,-0.77805406,-5.8237424,-3.021664,1,
scut,CF24.jpg,0.8156677484512329,-0.66669726,-14.375151,-1.9168811,1,
scut,AM1908.jpg,0.4581040143966675,2.5605214,-4.769414,-0.2587935,1,
scut,CM530.jpg,0.8465694189071655,10.998207,-12.083329,6.2302027,1,
scut,CM380.jpg,0.8828738927841187,-0.5442294,-5.876511,2.1848195,1,
scut,AF1798.jpg,0.8692261576652527,1.8173518,-22.161795,-1.0469458,1,
scut,AF1547.jpg,0.8844950795173645,2.4162023,-20.887316,2.6621294,1,
scut,CM511.jpg,0.831567108631134,-10.672157,-8.841275,-5.196018,1,
scut,CF124.jpg,0.8812504410743713,-0.622246,-1.516217,-3.6755297,1,
scut,AF1438.jpg,0.4480869770050049,3.3428414,-18.007616,-0.49370947,1,
scut,CM127.jpg,0.3757539391517639,4.408756,2.6172915,7.003687,1,
scut,AF1170.jpg,0.8824247121810913,-2.1314244,-13.020116,-0.14466299,1,
scut,CF462.jpg,0.8690679669380188,-4.06038,-3.4953346,-1.0971593,1,
scut,CM195.jpg,0.8436175584793091,2.1746724,-7.479441,6.362607,1,
scut,AF1087.jpg,0.4557484984397888,3.9383845,-12.242372,1.8000381,1,
scut,CM349.jpg,0.8761187195777893,-7.948516,-7.347349,-9.806172,1,
scut,CF422.jpg,0.8612698316574097,-7.33481,-8.135681,-1.908226,1,
scut,CM604.jpg,0.8793319463729858,5.2327647,-4.4464636,-5.654238,1,
scut,AM1749.jpg,0.4762805700302124,-0.8233345,-5.6991887,-0.12963724,1,
scut,CF220.jpg,0.872899055480957,8.770472,-6.562994,3.5653033,1,
scut,AF1861.jpg,0.7167481780052185,-2.0331464,-29.234694,0.26158503,1,
scut,AM215.jpg,0.8356553316116333,-10.4156065,-10.020547,-6.1833625,1,
scut,AM675.jpg,0.3751734495162964,-0.61726046,-8.066262,4.7453723,1,
scut,CF551.jpg,0.8986436724662781,-1.5321549,-9.974281,-0.6622825,1,
scut,AF1205.jpg,0.4661934971809387,-1.4759138,-14.745478,-0.6446297,1,
scut,AM39.jpg,0.8462046980857849,-13.909879,-15.77343,-2.4444194,1,
scut,CF420.jpg,0.8842616081237793,-9.140825,-7.475586,-4.0659075,1,
scut,AF750.jpg,0.4227575659751892,0.42697215,-10.9447565,-0.8435388,1,
scut,AM436.jpg,0.8814026713371277,2.8225117,-2.6612694,1.9793034,1,
scut,CF467.jpg,0.8531012535095215,2.3131907,-1.7981844,4.7364593,1,
scut,AF1123.jpg,0.8701332211494446,1.1384311,-8.315991,1.8227713,1,
scut,AM359.jpg,0.45928508043289185,2.3965704,-7.7656116,1.323118,1,
scut,AM1764.jpg,0.8086646795272827,10.3117695,0.38152096,2.3810933,1,
scut,AM1656.jpg,0.41934072971343994,2.7192316,-11.5355215,2.7695968,1,
scut,CM412.jpg,0.8975627422332764,3.0891924,-8.245315,-0.65658015,1,
scut,CM82.jpg,0.903165340423584,-5.6000237,-3.1136549,-10.151328,1,
scut,CF385.jpg,0.8615512847900391,-17.467453,-11.059052,-8.168947,1,
scut,CM253.jpg,0.8973472714424133,-0.052374233,-3.769332,0.7061838,1,
scut,AF1725.jpg,0.8488120436668396,0.044430498,-11.4937315,0.056788854,1,
scut,AF1122.jpg,0.39829879999160767,-11.246629,-8.219543,0.77794826,1,
scut,AM993.jpg,0.905095100402832,3.1662533,-4.403106,3.168044,1,
scut,CF305.jpg,0.8340116739273071,6.6722727,-12.419238,1.4701889,1,
scut,AM1612.jpg,0.4675191044807434,13.465258,-0.67117447,0.7134691,1,
scut,CM18.jpg,0.8519882559776306,4.0697393,7.130897,1.5342383,1,
scut,CM102.jpg,0.8676053285598755,-12.357631,-2.4743185,-4.8594155,1,
scut,CF736.jpg,0.8207834362983704,4.3407164,-10.416665,1.2296118,1,
scut,AF1626.jpg,0.85479736328125,10.028901,-9.128276,5.618017,1,
scut,AF1683.jpg,0.8563739061355591,11.800208,-14.608335,2.16717,1,
scut,AM402.jpg,0.47804975509643555,2.8475342,-7.011096,1.974857,1,
scut,CM526.jpg,0.8655837774276733,9.293436,-11.406763,4.928979,1,
scut,AF783.jpg,0.8142290115356445,0.0070046177,-11.3455515,0.9564575,1,
scut,AM1563.jpg,0.863715410232544,-3.3325179,-11.156443,0.6115761,1,
scut,CM575.jpg,0.8594926595687866,7.8890047,2.388246,-0.9290506,1,
scut,CM335.jpg,0.8743756413459778,-3.9473815,-4.145322,-5.259161,1,
scut,CF36.jpg,0.8749263882637024,5.478469,0.9741318,7.3322206,1,
scut,CF62.jpg,0.8716796040534973,1.479458,1.2290418,-0.26144275,1,
scut,AF908.jpg,0.8456237316131592,3.546163,-5.2268023,0.11365941,1,
scut,CM417.jpg,0.8515529632568359,4.550523,-4.713252,1.9743103,1,
scut,AM120.jpg,0.8379117846488953,17.270563,-11.740517,3.284156,1,
scut,AF1959.jpg,0.4663459062576294,28.97742,-11.04806,-15.505068,1,
scut,AM1591.jpg,0.8921619653701782,3.8905962,-21.989227,1.3833942,1,
scut,AM1576.jpg,0.8663306832313538,-12.693774,-8.031072,-0.46790951,1,
scut,AM783.jpg,0.40540122985839844,-0.9242639,-10.285561,-1.2208943,1,
scut,CF541.jpg,0.8828151226043701,-18.59124,-14.114886,-3.8361344,1,
scut,AF1482.jpg,0.4213886260986328,-6.5616693,-6.7539573,-1.0211353,1,
scut,AF1283.jpg,0.8904293179512024,1.2802912,-12.727885,0.9413976,1,
scut,CF629.jpg,0.49500662088394165,-4.0704117,-12.921854,-0.3189623,1,
scut,AF1611.jpg,0.8368889093399048,12.898593,-10.70723,2.604005,1,
scut,AM719.jpg,0.45491188764572144,-13.846045,-4.3265767,-7.6373363,1,
scut,AF1463.jpg,0.8499714732170105,-4.8439956,-15.687412,4.0512686,1,
scut,AF1029.jpg,0.377998411655426,7.0831804,-14.892459,2.3373828,1,
scut,CM726.jpg,0.49838536977767944,0.87105304,-3.1055264,1.7736592,1,
scut,AM1063.jpg,0.8976469039916992,0.88496786,4.340162,2.283412,1,
scut,AM157.jpg,0.8843326568603516,1.7728957,-5.659208,2.6677682,1,
scut,CM580.jpg,0.8796494603157043,6.5227036,-0.46783048,-1.346947,1,
scut,AM701.jpg,0.8604319095611572,3.4374359,-2.1421864,-0.32001758,1,
scut,AM8.jpg,0.8905631303787231,5.7469344,-6.8279853,1.5410126,1,
scut,CM81.jpg,0.8944945335388184,-7.2491174,-6.4178214,0.66001093,1,
scut,AM379.jpg,0.8877103328704834,0.6353492,-9.227721,-1.236403,1,
scut,AF105.jpg,0.8904250264167786,1.335608,-10.306636,2.0281103,1,
scut,AF1698.jpg,0.8575687408447266,-0.867532,-12.2442,0.9874618,1,
scut,CM445.jpg,0.8843034505844116,14.864015,-13.608559,4.3259773,1,
scut,AM274.jpg,0.8704209327697754,-6.2662477,-14.371371,-0.10572848,1,
scut,CF419.jpg,0.8839316964149475,4.8296137,-1.6088983,-0.9420962,1,
scut,AM365.jpg,0.47411400079727173,1.9461528,-5.7952695,1.109273,1,
scut,CF561.jpg,0.8978832364082336,3.4068549,-15.220653,-0.8234696,1,
scut,AF342.jpg,0.8854702711105347,2.264283,-8.982818,1.8616611,1,
scut,AM1209.jpg,0.33294564485549927,2.059525,-0.47761148,0.22406858,1,
scut,CM515.jpg,0.8888309001922607,5.299704,-1.0315999,3.962143,1,
scut,CF212.jpg,0.8673776388168335,-20.154795,-8.9300375,-7.040708,1,
scut,AF1039.jpg,0.8926563858985901,-2.1142812,-13.03203,-1.2526459,1,
scut,AF971.jpg,0.9089600443840027,4.0604997,-11.221515,0.3117663,1,
scut,CM389.jpg,0.8538697957992554,5.5122495,-1.332019,-1.7656219,1,
scut,CM249.jpg,0.861009418964386,6.643865,4.405699,-2.9043632,1,
scut,AF1853.jpg,0.37585461139678955,1.5803136,-10.393059,2.384101,1,
scut,CF135.jpg,0.8818826675415039,0.75715315,3.6485412,-5.505209,1,
scut,AM218.jpg,0.4572365880012512,-6.367476,-6.6669254,-2.8512998,1,
scut,AF1597.jpg,0.8878384232521057,-0.27937087,-16.567547,1.5819452,1,
scut,CM485.jpg,0.8362595438957214,29.771275,-11.181202,-2.6779668,1,
scut,AF1722.jpg,0.8505797386169434,-3.820601,-8.070171,-0.2671098,1,
scut,AM928.jpg,0.9004914164543152,9.400727,-6.889669,2.5454168,1,
scut,CF120.jpg,0.8675594329833984,1.2267973,-8.905305,1.9887072,1,
scut,CM623.jpg,0.8450884819030762,-10.642119,-0.9137985,-13.557612,1,
scut,CM525.jpg,0.37255388498306274,-7.28388,-6.653675,3.7618103,1,
scut,AM584.jpg,0.41576260328292847,-1.678093,3.9890213,0.96388024,1,
scut,CF229.jpg,0.8417409658432007,-1.1582896,-2.415912,-0.77816504,1,
scut,CF499.jpg,0.8817989230155945,3.1148214,-8.1082945,-1.5061421,1,
scut,CM370.jpg,0.8644689917564392,6.59725,-12.734395,4.2968974,1,
scut,CF389.jpg,0.8751671314239502,0.5080775,4.2834153,7.428067,1,
scut,AM1455.jpg,0.4107856750488281,-4.266729,-7.3478503,-1.5417949,1,
scut,CM531.jpg,0.8329088091850281,13.771618,-15.214555,3.573393,1,
scut,AF1395.jpg,0.8580874800682068,0.6636168,-8.665057,-0.54202205,1,
scut,AF16.jpg,0.40900546312332153,1.2358352,-6.179967,-2.4844177,1,
scut,CM15.jpg,0.8609632849693298,-4.3310075,-6.390858,1.3089278,1,
scut,CM654.jpg,0.8947005867958069,4.0394635,-14.696962,5.266455,1,
scut,CF562.jpg,0.8787351846694946,4.4389167,-24.124115,2.045827,1,
scut,AF876.jpg,0.8553591370582581,-0.12829977,-17.076042,-4.956991,1,
scut,CF494.jpg,0.8531887531280518,7.674277,4.7824397,-1.120568,1,
scut,CF277.jpg,0.32177478075027466,1.9431989,-44.54252,8.093666,1,
scut,CM248.jpg,0.8881409764289856,11.559668,-10.179303,1.376848,1,
scut,CM600.jpg,0.8583904504776001,-0.80292934,-7.593693,2.1670659,1,
scut,CF224.jpg,0.8554137349128723,3.8837504,-9.5020485,0.36088622,1,
scut,CF507.jpg,0.8797316551208496,-5.1120625,1.5565534,1.5144684,1,
scut,CF540.jpg,0.8678901791572571,-1.9830071,-8.433987,-0.3268136,1,
scut,CF634.jpg,0.9124236106872559,-0.764977,-8.502321,2.764322,1,
scut,CF643.jpg,0.8654807209968567,1.7607921,-6.7857647,-1.3588617,1,
scut,AF773.jpg,0.39454352855682373,1.5501014,-4.562268,1.0320885,1,
scut,AM1459.jpg,0.45725101232528687,-6.8649235,-4.833363,-0.1354295,1,
scut,CM447.jpg,0.8776304125785828,7.462018,-5.189791,2.0460508,1,
scut,AM1439.jpg,0.8777322173118591,5.333622,-10.04412,-2.4968424,1,
scut,AF1185.jpg,0.8944799304008484,1.9476418,-10.847287,1.465337,1,
scut,CF112.jpg,0.8511351943016052,4.222356,-6.9580827,-0.6218956,1,
scut,CM523.jpg,0.8912371397018433,4.5961876,3.6775615,2.7947712,1,
scut,AF933.jpg,0.8455023765563965,4.644383,-12.7939005,1.2084744,1,
scut,CM223.jpg,0.8635450601577759,-0.45872435,-9.339828,5.23975,1,
scut,AF359.jpg,0.9026458263397217,2.2526639,-5.661908,-2.2860608,1,
scut,AF1252.jpg,0.8620426654815674,-9.290141,-16.659697,5.208728,1,
scut,CF219.jpg,0.8481955528259277,0.37433752,-1.9684625,-2.4068139,1,
scut,AF1220.jpg,0.8850352168083191,4.937865,-10.272762,2.0418894,1,
scut,AF781.jpg,0.3858499526977539,2.9935813,-8.171998,-0.22953308,1,
scut,AF1204.jpg,0.3436409831047058,20.492268,-1.5356246,-2.670513,1,
scut,AM290.jpg,0.9164786338806152,0.6168164,-3.977598,-0.007757393,1,
scut,AM1120.jpg,0.8930594325065613,0.059661716,-5.245091,1.7872275,1,
scut,AF1999.jpg,0.3136345148086548,5.6451783,-12.0177,-2.6666512,1,
scut,CF470.jpg,0.8256354928016663,5.611606,-20.57512,-1.1114861,1,
scut,CM89.jpg,0.8799641728401184,3.1094315,-6.9385867,2.4181268,1,
scut,CM332.jpg,0.8673877716064453,2.0990245,-0.6798413,-4.2961416,1,
scut,AM1725.jpg,0.3629271984100342,-11.583297,-16.76344,-2.536754,1,
scut,AF1433.jpg,0.878208577632904,-8.21694,-11.57675,-0.7602355,1,
scut,AF1943.jpg,0.8364722728729248,12.681223,-16.772552,-1.6186144,1,
scut,AF1938.jpg,0.895697832107544,3.3544168,-17.406282,1.2204844,1,
scut,CF447.jpg,0.8219842910766602,12.309804,-10.751018,-3.7585106,1,
scut,CF371.jpg,0.8628537654876709,13.129436,-1.781028,1.9017596,1,
scut,AF1488.jpg,0.885667085647583,7.5787935,-16.997383,2.476184,1,
scut,AF1774.jpg,0.8908076286315918,5.0209293,-12.329537,4.0651293,1,
scut,CF56.jpg,0.8619569540023804,6.578605,3.7300937,6.794885,1,
scut,CM487.jpg,0.8850406408309937,1.244835,0.5491173,1.7823569,1,
scut,CF583.jpg,0.31614989042282104,-4.624801,-8.8186865,1.1795653,1,
scut,AM295.jpg,0.4126073718070984,2.4572644,-6.720139,-8.596369,1,
scut,AF1131.jpg,0.46443718671798706,-1.034411,-6.704878,0.20569633,1,
scut,AM89.jpg,0.874144434928894,-17.066132,-16.212103,1.6237522,1,
scut,AF1675.jpg,0.8942422866821289,-10.679262,-12.094625,-1.5508279,1,
scut,CF409.jpg,0.857922375202179,3.3256361,-11.176254,3.632603,1,
scut,CM415.jpg,0.8820092082023621,-4.730106,-10.16568,1.0787061,1,
scut,AM1878.jpg,0.8978168368339539,15.56311,-17.657005,2.6252327,1,
scut,AF22.jpg,0.3615661859512329,-0.24197458,-9.392925,1.5659904,1,
scut,AF1677.jpg,0.879747211933136,-8.28178,-16.847258,-1.1786042,1,
scut,CM562.jpg,0.8421544432640076,-25.27141,-10.954456,-11.787838,1,
scut,CF530.jpg,0.8617480397224426,-6.0160832,-5.901413,2.969999,1,
scut,CF526.jpg,0.846490204334259,5.7470455,1.1559285,10.123427,1,
scut,CF626.jpg,0.7184217572212219,-19.516014,32.5358,-2.7711112,1,
scut,CF291.jpg,0.8649647235870361,4.5843887,-13.901369,0.6260338,1,
scut,AF1384.jpg,0.36064308881759644,8.135065,-16.164568,0.45374823,1,
scut,AM1347.jpg,0.3428056240081787,2.0980968,-5.211158,-0.16735698,1,
scut,CF316.jpg,0.8631001114845276,1.0943551,-6.0963016,-2.9305835,1,
scut,CF522.jpg,0.34373950958251953,-3.3007019,-15.635089,8.134792,1,
scut,AM624.jpg,0.4838181734085083,0.25812957,0.04342648,1.0883201,1,
scut,AF1946.jpg,0.8533398509025574,-1.5093796,-10.871781,-1.4510778,1,
scut,AM1789.jpg,0.4000098705291748,9.485367,-9.231069,1.3025134,1,
scut,AF1692.jpg,0.8489052057266235,-1.9508849,-12.034841,-3.3527703,1,
scut,CF612.jpg,0.496849000453949,4.8013387,-5.051369,-7.4911423,1,
scut,AF1527.jpg,0.8823762536048889,3.7244987,-16.302069,2.9655855,1,
scut,CF439.jpg,0.8535366654396057,-13.247135,-2.365937,-7.9662375,1,
scut,CM490.jpg,0.8755990862846375,14.690306,-7.298542,8.374106,1,
scut,CF458.jpg,0.8698049783706665,12.272592,-11.009215,-0.3726728,1,
scut,CM269.jpg,0.8781953454017639,7.479786,0.31370988,4.1799006,1,
scut,AF1517.jpg,0.3595455288887024,0.45721877,-6.241324,3.0247538,1,
scut,CM100.jpg,0.8613840341567993,11.873255,-3.5461528,-4.1546154,1,
scut,AF3.jpg,0.8053793907165527,5.508981,-19.987957,5.061943,1,
scut,AF1897.jpg,0.7437894940376282,-4.528161,-20.71308,2.3960192,1,
scut,AM176.jpg,0.9004154801368713,2.0427377,-8.636437,3.141245,1,
scut,AF1329.jpg,0.3357466459274292,-0.10376375,-8.987315,4.811439,1,
scut,AF108.jpg,0.4307859539985657,-3.1771972,-7.634749,-10.259412,1,
scut,CF257.jpg,0.8783072233200073,2.526952,-12.292473,8.185664,1,
scut,CF309.jpg,0.8831816911697388,-23.869108,-7.6211295,-2.9544098,1,
scut,AF1642.jpg,0.8855828046798706,2.7655284,-15.645047,-0.64634234,1,
scut,AF1738.jpg,0.8416064381599426,3.1536918,-11.806087,-3.8258579,1,
scut,CM326.jpg,0.8314365744590759,-1.0509171,16.217161,-0.84653956,1,
scut,CM49.jpg,0.8542463779449463,8.516931,-4.183453,11.337052,1,
scut,CF202.jpg,0.8692552447319031,-2.5069957,-1.9074508,-5.068438,1,
scut,AF840.jpg,0.8203339576721191,-0.14045933,-9.398227,-1.8438346,1,
scut,AM1754.jpg,0.35464221239089966,2.8944335,-20.26714,1.4501014,1,
scut,CF197.jpg,0.8878746032714844,-4.3004675,-7.9005275,-4.273973,1,
scut,AF1223.jpg,0.8859472870826721,-3.9849572,-7.158498,-1.2591871,1,
scut,AF1464.jpg,0.40986502170562744,2.3138378,-13.384478,0.7905948,1,
scut,CM356.jpg,0.863273561000824,2.1060882,5.7051215,2.7520645,1,
scut,AF1000.jpg,0.8756370544433594,5.909795,-1.6103019,0.07387106,1,
scut,CM710.jpg,0.8777053356170654,2.6809793,-17.87502,6.418608,1,
scut,AF480.jpg,0.8242902159690857,-1.8369238,-19.426414,-1.1438857,1,
scut,CM457.jpg,0.8711081743240356,8.885656,-7.348566,0.90004426,1,
scut,CF365.jpg,0.864208996295929,20.309568,-16.115036,5.5360236,1,
scut,AM207.jpg,0.8847622871398926,-11.231316,-3.054322,-4.129948,1,
scut,CM376.jpg,0.8363986015319824,4.0808697,-8.43606,1.0742512,1,
scut,AF1317.jpg,0.9026949405670166,3.41993,-14.699205,3.9844654,1,
scut,CF703.jpg,0.3863444924354553,2.348192,-7.878899,0.53625935,1,
scut,AF1297.jpg,0.4820637106895447,-1.2623311,-11.8243265,0.8709483,1,
scut,CF695.jpg,0.8850215077400208,-25.423319,-5.3848004,-3.73302,1,
scut,AF1099.jpg,0.8352967500686646,6.2211514,-14.410683,1.4752733,1,
scut,CM252.jpg,0.9049561619758606,-21.700132,-16.032307,4.5166,1,
scut,AF1824.jpg,0.4869311451911926,-0.13155462,-6.342865,-1.3683426,1,
scut,AF1751.jpg,0.8812745213508606,2.9593241,-11.344809,1.9311781,1,
scut,CF697.jpg,0.7787318229675293,34.15592,-14.530143,-3.589744,1,
scut,AF1213.jpg,0.37406396865844727,-3.2659764,-18.943905,0.13340649,1,
scut,AF567.jpg,0.8480262756347656,0.06886352,-12.057896,6.894593,1,
scut,CM119.jpg,0.8521767258644104,-2.1797607,-1.583787,-8.209965,1,
scut,CF327.jpg,0.8556945323944092,6.7042484,-9.040943,-4.67846,1,
scut,AM1984.jpg,0.8944624662399292,-1.9146585,-16.153084,1.9197819,1,
scut,AM1280.jpg,0.8859124779701233,2.299255,-14.651718,2.0446467,1,
scut,CM54.jpg,0.868062436580658,4.2311854,-7.582971,1.6747411,1,
scut,CF208.jpg,0.8894941806793213,-3.6246393,-7.4522734,3.5413418,1,
scut,AF1346.jpg,0.9042602181434631,-4.0546975,-16.269264,0.39572966,1,
scut,AM1171.jpg,0.4998992085456848,6.0128994,-4.4800754,2.7627144,1,
scut,CM251.jpg,0.8572534322738647,7.2447305,-12.067459,3.8124185,1,
scut,CF405.jpg,0.858478307723999,8.910192,-8.515603,1.8992958,1,
scut,CM138.jpg,0.875926673412323,-2.0131512,8.084686,-0.1392885,1,
scut,CF501.jpg,0.8660559058189392,-15.603181,-5.6975865,-0.16664904,1,
scut,AM1678.jpg,0.9124116897583008,2.750795,-5.0108666,1.8066921,1,
scut,CF430.jpg,0.8813429474830627,-8.379968,-8.188601,-6.1804857,1,
scut,CF195.jpg,0.8718135952949524,-8.814015,-3.2993486,-8.131317,1,
scut,CF204.jpg,0.8923952579498291,-6.179064,-11.180159,4.6470327,1,
scut,AF1650.jpg,0.8773266673088074,4.2623773,-14.680651,-0.70793635,1,
scut,CM731.jpg,0.46048712730407715,1.2909279,-6.293727,-0.85393775,1,
scut,CM281.jpg,0.8342868089675903,17.549545,-0.9805131,7.2455506,1,
scut,CF106.jpg,0.8658733367919922,-0.73526496,-0.8146683,-11.2461195,1,
scut,CF262.jpg,0.3419681787490845,1.4514449,-5.1935034,-1.0067214,1,
scut,AF728.jpg,0.8792245984077454,-0.3535755,-7.3359327,0.9202025,1,
scut,CM502.jpg,0.8908094167709351,2.8703563,0.9675049,-0.97614014,1,
scut,AF1785.jpg,0.856160581111908,18.612299,-13.670672,3.0176816,1,
scut,AM1155.jpg,0.4649215340614319,1.3290243,1.8598583,-2.2344701,1,
scut,AF1034.jpg,0.8791395425796509,2.447689,-8.13122,0.2926648,1,
scut,CM287.jpg,0.8626874685287476,-7.7846694,-9.530067,-1.841301,1,
scut,CF532.jpg,0.8590094447135925,3.343606,-10.020676,-1.5876198,1,
scut,AF1981.jpg,0.3214183449745178,1.8785357,-13.146321,-3.314366,1,
scut,CF180.jpg,0.8098247051239014,5.4449573,-13.074648,10.843285,1,
scut,CF28.jpg,0.43885207176208496,3.9612765,-11.798478,-0.38121727,1,
scut,CM510.jpg,0.8723613023757935,0.57759696,-4.223235,0.7773178,1,
scut,AF403.jpg,0.4305289387702942,-0.07252492,-8.473506,-0.5880367,1,
scut,CM107.jpg,0.8876529335975647,8.168274,-9.19443,-0.7034248,1,
scut,CM105.jpg,0.8860862851142883,3.7227974,-6.664808,5.710168,1,
scut,AM1650.jpg,0.4225131869316101,1.0742354,-12.488802,1.6991901,1,
scut,CM361.jpg,0.8869405388832092,4.50176,-11.222395,-2.3336797,1,
scut,AF136.jpg,0.44105595350265503,-1.2299215,-4.4423475,-3.0452912,1,
scut,AM955.jpg,0.8792931437492371,0.658803,-3.6470668,2.0765774,1,
scut,AF1215.jpg,0.8954153060913086,-9.485854,-8.675803,-0.53510785,1,
scut,CF461.jpg,0.9087724089622498,-5.73712,-12.95024,-3.5156515,1,
scut,CF321.jpg,0.8889309167861938,0.7236791,2.828932,1.9533455,1,
scut,AF1694.jpg,0.4257057309150696,0.27665555,-18.618656,1.8802488,1,
scut,CF489.jpg,0.8552010655403137,-9.113048,-7.6967955,-1.0164863,1,
scut,CF152.jpg,0.8607591390609741,2.4593134,-6.5166693,-2.407092,1,
scut,AF1114.jpg,0.4803239107131958,1.2121434,-10.618382,1.1169598,1,
scut,AF643.jpg,0.8824135661125183,-4.544232,-11.356683,1.2972287,1,
scut,CF748.jpg,0.3085939884185791,23.334581,-2.6833887,1.0269328,1,
scut,AF1117.jpg,0.9131020307540894,1.3114077,-6.996878,-2.6197937,1,
scut,AF1538.jpg,0.9065508842468262,-5.889721,-9.854904,-4.017891,1,
scut,CM484.jpg,0.8956446647644043,3.6998312,-14.550414,4.4372406,1,
scut,CF78.jpg,0.8722462058067322,-4.9551826,1.5811759,2.4983342,1,
scut,CF584.jpg,0.83951336145401,3.4896586,-4.8659353,1.6199512,1,
scut,CF330.jpg,0.8855100274085999,-0.70505637,-6.8821163,-1.777632,1,
scut,AF1272.jpg,0.39158952236175537,18.502851,-16.036968,-0.81675005,1,
scut,AF1289.jpg,0.8520457148551941,-5.770697,-14.831935,-3.2303438,1,
scut,CF477.jpg,0.881068766117096,0.28469774,-6.115753,-0.5291691,1,
scut,AM1682.jpg,0.8368714451789856,5.8165293,-7.868551,-1.0473343,1,
scut,AF859.jpg,0.46485233306884766,3.2077293,-10.537845,4.4676294,1,
